genre,definition
christian music,"['Christian music', 'music music', 'music written', 'written express', 'express personal', 'personal communal', 'communal belief', 'belief Christian', 'Christian life', 'life Common', 'Common themes', 'themes Christian', 'Christian music', 'music include', 'include forms', 'forms vary', 'vary widely', 'widely Church', 'Church gospel', 'gospel worship', 'worship music', 'music Christian', 'Christian include', 'include contemporary', 'contemporary Christian', 'Christian music', 'music supports', 'supports numerous', 'numerous Christian', 'Christian styles', 'styles including', 'including hip', 'hip contemporary', 'contemporary forms', 'forms music', 'music definition', 'definition Christian', 'Christian music', 'music varies', 'varies according', 'according culture', 'culture social', 'social Christian', 'Christian music', 'music composed', 'composed performed', 'performed ranging', 'ranging aesthetic', 'aesthetic religious', 'religious ceremonial', 'ceremonial positive', 'positive message', 'message entertainment', 'entertainment product']"
chill r&b,[]
french pop,"['French pop', 'pop music', 'music pop', 'pop music', 'music sung', 'sung French', 'French It', 'It usually', 'usually performed', 'performed singers', 'singers francophone', 'francophone areas', 'areas The', 'The target', 'target audience', 'audience francophone', 'francophone market', 'market considerably', 'considerably smaller', 'smaller largely', 'largely independent', 'independent mainstream', 'mainstream anglophone']"
j-rock,"['Japanese rock', 'rock Nihon', 'Nihon abbreviated', 'abbreviated Jei', 'Jei rock', 'rock music', 'music Influenced', 'Influenced American', 'American British', 'British rock', 'rock rock', 'rock bands', 'bands Japan', 'Japan performed', 'performed called', 'called Group', 'Group lyrics', 'lyrics exclusively', 'exclusively Folk', 'Folk rock', 'rock band', 'band Happy', 'Happy End', 'End early', 'early credited', 'credited sing', 'sing rock', 'rock music', 'music Japanese', 'Japanese Punk', 'Punk rock', 'rock bands', 'bands Boøwy', 'Boøwy The', 'The Blue', 'Blue Hearts', 'Hearts hard', 'hard metal', 'metal groups', 'groups X', 'X Japan', 'Japan led', 'led Japanese', 'Japanese rock', 'rock late', 'late early', 'early achieving', 'achieving major', 'major mainstream', 'mainstream bands', 'bands Children', 'Children best', 'best selling', 'selling music', 'music acts', 'acts Rock', 'Rock festivals', 'festivals like', 'like Fuji', 'Fuji Rock', 'Rock Festival', 'Festival introduced', 'introduced late', 'late attendances', 'attendances reaching', 'reaching peak', 'peak people', 'people festival', 'festival making', 'making largest', 'largest outdoor', 'outdoor music', 'music event']"
yacht rock,"['Yacht rock', 'rock known', 'known West', 'West Coast', 'Coast sound', 'sound broad', 'broad music', 'music style', 'style aesthetic', 'aesthetic commonly', 'commonly associated', 'associated soft', 'soft commercially', 'commercially successful', 'successful genres', 'genres Drawing', 'Drawing sources', 'sources smooth', 'smooth smooth', 'smooth common', 'common stylistic', 'stylistic traits', 'traits include', 'include clean', 'clean focus', 'focus catchy', 'catchy Its', 'Its coined', 'coined makers', 'makers online', 'online video', 'video series', 'series Yacht', 'Yacht derived', 'derived association', 'association popular', 'popular Southern', 'Southern Californian', 'Californian leisure', 'leisure activity']"
soundtrack,"['A soundtrack', 'soundtrack recorded', 'recorded music', 'music accompanying', 'accompanying synchronised', 'synchronised images', 'images motion', 'motion television', 'television radio', 'radio video', 'video commercially', 'commercially released', 'released soundtrack', 'soundtrack album', 'album music', 'music featured', 'featured soundtrack', 'soundtrack television', 'television physical', 'physical area', 'area film', 'film contains', 'contains synchronised', 'synchronised recorded', 'recorded movie', 'movie industry', 'industry terminology', 'terminology sound', 'sound track', 'track audio', 'audio recording', 'recording created', 'created film', 'film production', 'production sound', 'sound music', 'music film', 'film separate', 'separate track', 'track sound', 'sound effects', 'effects music', 'music mixed', 'mixed called', 'called composite', 'composite heard', 'heard A', 'A dubbing', 'dubbing track', 'track later', 'later created', 'created films', 'films dubbed', 'dubbed This', 'This known', 'known tracks', 'tracks contain', 'contain sound', 'sound elements', 'elements minus', 'minus supplied', 'supplied foreign', 'foreign distributor', 'distributor native', 'native language', 'language dictionary', 'dictionary entries', 'entries soundtrack', 'soundtrack document', 'document soundtrack', 'soundtrack An', 'An early', 'early attempt', 'attempt popularizing', 'popularizing term', 'term printed', 'printed magazine', 'magazine Photoplay', 'Photoplay A', 'A technical', 'technical dictionary', 'dictionary entry', 'entry Academic', 'Academic Press', 'Press Dictionary', 'Dictionary Science', 'Science Technology', 'Technology distinguish', 'distinguish form', 'form sound', 'sound track', 'track contraction', 'contraction soundtrack', 'soundtrack came', 'came public', 'public consciousness', 'consciousness advent', 'advent late', 'late First', 'First conceived', 'conceived movie', 'movie companies', 'companies promotional', 'promotional gimmick', 'gimmick new', 'new commercially', 'commercially available', 'available recordings', 'recordings labeled', 'labeled advertised', 'advertised original', 'original motion', 'motion picture', 'picture inspired', 'inspired motion', 'motion These', 'These phrases', 'phrases soon', 'soon shortened', 'shortened motion', 'motion picture', 'picture More', 'More recordings', 'recordings music', 'music usually', 'usually consist', 'consist isolated', 'isolated music', 'music composite', 'composite track', 'track dialogue', 'dialogue sound', 'sound abbreviation', 'abbreviation OST', 'OST describe', 'describe musical', 'musical soundtrack', 'soundtrack recorded', 'recorded stands', 'stands Original', 'Original differentiate', 'differentiate original', 'original music', 'music heard', 'heard recorded', 'recorded versus', 'versus rerecording']"
contemporary r&b,[]
pop nacional,[]
italian adult pop,[]
grupera,"['Grupera known', 'known Grupero', 'Grupero Onda', 'Onda genre', 'genre Regional', 'Regional Mexican', 'Mexican It', 'It reached', 'reached height', 'height popularity', 'popularity especially', 'especially rural', 'rural The', 'The music', 'music roots', 'roots rock', 'rock groups', 'groups today', 'today generally', 'generally consists', 'consists musicians', 'musicians electric', 'electric keyboards', 'keyboards The', 'The music', 'music increased', 'increased popularity', 'popularity commercially', 'commercially recognized', 'recognized Latin', 'Latin music', 'music awards', 'awards ceremonies', 'ceremonies Lo', 'Lo Nuestro', 'Nuestro The', 'The Latin', 'Latin Grammy', 'Grammy Grupero', 'Grupero artists', 'artists typically', 'typically perform', 'perform boleros']"
mariachi,"['Mariachi genre', 'genre regional', 'regional Mexican', 'Mexican music', 'music dates', 'dates evolving', 'evolving time', 'time countryside', 'countryside regions', 'regions western', 'western The', 'The usual', 'usual mariachi', 'mariachi group', 'group today', 'today consists', 'consists trumpets', 'trumpets including', 'including vihuela', 'vihuela acoustic', 'acoustic bass', 'bass guitar', 'guitar called', 'called players', 'players taking', 'taking turns', 'turns singing', 'singing lead', 'lead backup', 'backup migrations', 'migrations rural', 'rural areas', 'areas Mexican', 'Mexican cultural', 'cultural promotion', 'promotion gradually', 'gradually son', 'son alternative', 'alternative mariachi', 'mariachi Modifications', 'Modifications music', 'music include', 'include influences', 'influences music', 'music polkas', 'polkas addition', 'addition trumpets', 'trumpets use', 'use charro', 'charro outfits', 'outfits mariachi', 'mariachi The', 'The musical', 'musical style', 'style began', 'began national', 'national prominence', 'prominence half', 'half promotion', 'promotion presidential', 'presidential inaugurations', 'inaugurations radio', 'radio In', 'In UNESCO', 'UNESCO recognized', 'recognized mariachi', 'mariachi Intangible', 'Intangible Cultural', 'Cultural joining', 'joining entries', 'entries Mexican', 'Mexican list', 'list styles', 'styles instrumentals', 'instrumentals performed', 'performed mariachi', 'mariachi include', 'include waltzes', 'waltzes Most', 'Most song', 'song lyrics', 'lyrics revolutionary', 'revolutionary heroes', 'heroes country']"
lo-fi beats,[]
funk metal,"['Funk metal', 'metal known', 'known subgenre', 'subgenre funk', 'funk rock', 'rock alternative', 'alternative metal', 'metal infuses', 'infuses heavy', 'heavy metal', 'metal music', 'music thrash', 'thrash elements', 'elements funk', 'funk punk', 'punk Funk', 'Funk metal', 'metal alternative', 'alternative metal', 'metal described', 'described extremely', 'extremely stylistic', 'stylistic funk', 'funk metal', 'metal scene', 'scene formed', 'formed California', 'California group', 'group bands', 'bands initially', 'initially playing', 'playing mix', 'mix hard', 'hard hip', 'hip hop', 'hop quickly', 'quickly evolved', 'evolved include', 'include elements', 'elements thrash', 'thrash Early', 'Early bands', 'bands associated', 'associated style', 'style included', 'included Faith', 'Faith No', 'No Fishbone', 'Fishbone Red', 'Red Hot', 'Hot Chili', 'Chili New', 'New York', 'York band', 'band Living', 'Living In', 'In early', 'early genre', 'genre expanded', 'expanded start', 'start bands', 'bands like', 'like Infectious', 'Infectious Grooves', 'Grooves Rage', 'Rage Against', 'Against Funk', 'Funk metal', 'metal gained', 'gained mainstream', 'mainstream attention', 'attention late', 'late Living', 'Living Colour', 'Colour Faith', 'Faith No', 'No More', 'More experienced', 'experienced chart', 'chart success', 'success Bands', 'Bands including', 'including Rage', 'Rage Against', 'Against Primus', 'Primus Red', 'Red Hot', 'Hot Chili', 'Chili Peppers', 'Peppers achieved', 'achieved success', 'success early', 'early The', 'The genre', 'genre impact', 'impact glam', 'glam metal', 'metal thrash', 'thrash metal', 'metal bands', 'bands genres', 'genres began', 'began adding', 'adding funk', 'funk elements', 'elements sound', 'sound Despite', 'Despite rise', 'rise newer', 'newer artists', 'artists genre', 'genre decline', 'decline end', 'end bands', 'bands early', 'early begun', 'begun breaking', 'breaking moving', 'moving Funk', 'Funk metal', 'metal paved', 'paved way', 'way nu', 'nu metal', 'metal movement', 'movement late', 'late influential', 'influential acts', 'acts Korn', 'Korn Limp']"
alternative dance,"['Alternative dance', 'dance known', 'known indie', 'indie dance', 'dance underground', 'underground dance', 'dance musical', 'musical genre', 'genre mixes', 'mixes alternative', 'alternative rock', 'rock electronic', 'electronic dance', 'dance Although', 'Although largely', 'largely confined', 'confined British', 'British gained', 'gained American', 'American worldwide', 'worldwide exposure', 'exposure acts', 'acts New', 'New Order', 'Order Prodigy']"
dirty south rap,[]
rap conscient,[]
vocal jazz,"['Vocal jazz', 'jazz jazz', 'jazz singing', 'singing instrumental', 'instrumental approach', 'approach jazz', 'jazz Similar', 'Similar utilizes', 'utilizes vocal', 'vocal arrangements', 'arrangements create', 'create sounds', 'sounds forming', 'forming relying', 'relying traditional', 'traditional musical', 'musical jazz', 'jazz emerged', 'emerged early', 'early twentieth', 'twentieth roots', 'roots Popular', 'Popular blues', 'blues singers', 'singers Bessie', 'Bessie Smith', 'Smith Ma', 'Ma Rainey', 'Rainey great', 'great deal', 'deal influence', 'influence jazz', 'jazz vocalists', 'vocalists Billie', 'Billie Other', 'Other characteristics', 'characteristics vocal', 'vocal jazz', 'jazz scat', 'scat singing', 'singing came', 'came New', 'New Orleans', 'Orleans jazz', 'jazz Louis', 'Louis recording', 'recording cited', 'cited modern', 'modern song', 'song employ', 'employ This', 'This later', 'later evolved', 'evolved complex', 'complex vocal', 'vocal improvisation', 'improvisation bop', 'bop era', 'era adopted', 'adopted Anita', 'Anita Sarah', 'Sarah Betty', 'Betty Dizzy', 'Dizzy The', 'The Boswell', 'Boswell Sisters', 'Sisters vocal', 'vocal jazz', 'jazz trio', 'trio originating', 'originating New', 'New Orleans', 'Orleans help', 'help popularize', 'popularize vocal', 'vocal jazz', 'jazz music', 'music general', 'general American', 'American public', 'public vocal', 'vocal jazz', 'jazz typically', 'typically includes', 'includes music', 'music Great', 'Great American', 'American contemporary', 'contemporary popular', 'popular music', 'music arranged', 'arranged vocal', 'vocal jazz', 'jazz ensembles', 'ensembles addition', 'addition original', 'original Such', 'Such music', 'music typically', 'typically employ', 'employ harmonic', 'harmonic language', 'language rhythms', 'rhythms derived', 'derived syncretized', 'syncretized music', 'music West', 'West European', 'European Art', 'Art Music', 'Music This', 'This includes', 'includes swing', 'swing Latin', 'Latin jazz', 'jazz rhythm', 'rhythm characteristics', 'characteristics vocal', 'vocal jazz', 'jazz include', 'include diction', 'diction based', 'based vernacular', 'vernacular formal', 'formal speech', 'speech Legato', 'Legato vibrato', 'vibrato constants', 'constants articulation', 'articulation vocal', 'vocal Vocal', 'Vocal jazz', 'jazz uses', 'uses microphone', 'microphone amplification', 'amplification singers', 'singers accompanied', 'accompanied rhythm', 'rhythm section', 'section vocal']"
