genre,definition
grunge,"Grunge ( referred Seattle sound ) alternative rock genre subculture emerged mid-1980s American Pacific Northwest state Washington , particularly Seattle nearby towns . Grunge fuses elements punk rock heavy metal , punk structure speed . genre featured distorted electric guitar sound genres , bands performed emphasis . Like genres , grunge typically uses electric guitar , bass guitar , drums vocals . Grunge incorporates influences indie rock bands Sonic Youth . Lyrics typically angst - filled introspective , addressing themes social alienation , self - doubt , abuse , neglect , betrayal , social emotional isolation , addiction , psychological trauma desire freedom . early grunge movement revolved Seattle independent record label Sub Pop region underground music scene . owners Sub Pop marketed style shrewdly , encouraging media describe "" grunge "" ; style known hybrid punk metal . early 1990s , popularity spread , grunge bands appearing California , emerging parts United States Australia , building strong followings signing major record deals . Grunge commercially successful early - - mid-1990s releases Nirvana Nevermind , Pearl Jam , Soundgarden Superunknown , Alice Chains ' Dirt , Stone Temple Pilots ' Core . success bands boosted popularity alternative rock grunge popular form rock music time . factors contributed grunge decline prominence . mid - - late 1990s , grunge bands broke visible . Nirvana Kurt Cobain , labeled Time "" John Lennon swinging Northwest "" , struggled addiction heroin death 1994 . grunge bands disbanded faded view late 1990s , influenced modern rock music , lyrics brought socially conscious issues pop culture added introspection exploration means true oneself . Grunge influence later genres post - grunge ."
new americana,
emo,"Emo   rock music genre characterized emotional , confessional lyrics . emerged style post - hardcore hardcore punk mid-1980s Washington D.C. hardcore punk scene , known emotional hardcore emocore pioneered bands Rites Spring Embrace . early – mid 1990s , emo adopted reinvented alternative rock , indie rock and/or punk rock bands Sunny Day Real Estate , Jawbreaker , Weezer , Cap'n Jazz , Jimmy Eat World . mid-1990s , bands Braid , Promise Ring , Kids emerged burgeoning Midwest emo scene , independent record labels began specialize genre . , screamo , aggressive style emo screamed vocals , emerged , pioneered San Diego bands Heroin Antioch Arrow . Screamo achieved mainstream success 2000s bands like Hawthorne Heights , Silverstein , Story Year , Thursday , , Underoath . 
 seen subculture , emo signifies specific relationship fans artists certain aspects fashion , culture behavior . Emo fashion associated skinny jeans , black eyeliner , tight t - shirts band names , studded belts , flat , straight , jet - black hair long bangs . early mid 2000s , fans emo music dress like referred "" emo kids "" "" emos "" known listening bands like Chemical Romance , Fall Boy , Hawthorne Heights , , AFI . emo subculture stereotypically associated social alienation , sensitivity , misanthropy , introversion angst . Purported links depression , self - harm suicide , combined rise popularity early 2000s , inspired backlash emo , bands Chemical Romance Panic ! Disco rejecting emo label social stigma controversy surrounding . 
 Emo subgenre emo pop entered mainstream culture early 2000s success Jimmy Eat World Dashboard Confessional artists signed major record labels . Bands Chemical Romance , AFI , Fall Boy Red Jumpsuit Apparatus continued genre popularity rest decade . early 2010s , emo popularity declined , groups changing sound disbanding . , , mainly underground emo revival emerged , bands World Beautiful Place & Longer Afraid Die Modern Baseball , drawing sound aesthetic 1990s emo . late 2010s , fusion genre called emo rap mainstream , emo rap famous artists including Lil Peep , XXXTentacion Juice Wrld ."
dfw rap,
pop venezolano,
atl trap,
melodic metalcore,"Melodic metalcore fusion genre , incorporating elements melodic death metal metalcore ; heavy emphasis melodic instrumentation , distorted guitar tones , palm muting , double bass drumming , blast beats , metalcore - stylized breakdowns , aggressive screaming , death growls , clean singing . genre seen commercial success employing accessible sound times compared forms extreme music . notable melodic metalcore bands influenced Gates Flames ."
trap queen,
brostep,"Dubstep genre electronic dance music originated South London early 2000s . style emerged UK garage offshoot blended 2 - step rhythms sparse dub production , incorporating elements broken beat , grime , drum bass . United Kingdom , origins genre traced growth Jamaican sound system party scene early 1980s . Dubstep generally characterised use syncopated rhythmic patterns , prominent basslines , dark tone . 2001 , underground sound strains garage music began showcased promoted London night club Plastic People , "" Forward "" night ( stylised FWD > > ) , pirate radio station Rinse FM , went considerably influential development dubstep . term "" dubstep "" reference genre music began 2002 labels Big Apple , Ammunition , Tempa , time stylistic trends remixes noticeable distinct 2 - step grime . early supporter sound BBC Radio 1 DJ John Peel , started playing 2003 onwards . 2004 , year , listeners voted Distance , Digital Mystikz , Plastician 50 year . Dubstep started enter mainstream British popular culture spread small local scenes late 2005 early 2006 ; websites devoted genre appeared Internet aided growth scene , dubstepforum , download site Barefiles blogs gutterbreakz . Simultaneously , genre receiving extensive coverage music magazines Wire online publications Pitchfork , regular feature entitled Month : Grime / Dubstep . Interest dubstep grew significantly BBC Radio 1 DJ Mary Anne Hobbs started championing genre , beginning devoted ( entitled "" Dubstep Warz "" ) January 2006.Towards end 2000s early 2010s , genre started commercially successful UK , singles remixes entering music charts . Music journalists critics noticed dubstep influence pop artists ' work . time , producers began fuse elements original dubstep sound influences , creating fusion genres including future garage slower experimental post - dubstep . harsher electro - house heavy metal - influenced variant brostep , led American producers Skrillex , greatly contributed dubstep popularity United States ."
sheffield indie,
g funk,"G - funk , short gangsta funk , sub - genre gangsta rap emerged West Coast scene late 1980s . genre heavily influenced 1970s psychedelic funk ( P - funk ) sound artists Parliament - Funkadelic . 

"
sad lo-fi,
orchestral soundtrack,
russian hip hop,"Russian hip hop refers hip hop music recorded Russia Russian language Soviet states like Ukraine , Belarus , Kazakhstan . Hits Russian rappers included soundtracks PC - games formed popular internet memes . 
 Russian rap artists achieved commercial success , including Detsl , Bad Balance , Centr , Kasta , Oxxxymiron Belarusian artist Seryoga . 
 Especially end 2010s beginning 2020s , rap political form music Russia . respect , rap compared rock 1980s , gave voice young people critical Soviet system , expressed , example , Viktor Tsoi Khochu peremen ( "" want changes "" ) .  
 increased politicization impressively demonstrated end 2018 , string concerts canceled . performance rapper Khaski ( real Dmitry Kuznetsov ) Krasnodar end November . local prosecutor office banned performing Club Bounce grounds music contained extremist ideas , drug glorification suicide , rapper stood roof car began singing fans street police took away "" hooliganism "" ( chuliganstvo ) leading initially sentenced days prison . result , famous rappers gave solidarity concert Moscow ."
